time,tl_adjusted_total,rerouted_total
133.0,0,194
134.0,0,194
135.0,0,224
136.0,0,224
137.0,0,224
138.0,0,224
139.0,0,224
140.0,0,253
141.0,0,253
142.0,0,253
143.0,0,253
144.0,0,253
145.0,0,286
146.0,0,286
147.0,0,286
148.0,0,286
149.0,0,286
150.0,0,317
151.0,0,317
152.0,0,317
153.0,0,317
154.0,0,317
155.0,0,343
156.0,0,343
157.0,0,343
158.0,0,343
159.0,0,343
160.0,0,365
161.0,0,365
162.0,0,365
163.0,0,365
164.0,0,365
165.0,0,365
166.0,0,365
167.0,0,365
168.0,0,365
169.0,0,365
170.0,0,365
171.0,0,365
172.0,0,365
173.0,0,365
174.0,0,365
175.0,0,388
176.0,0,388
177.0,0,388
178.0,0,388
179.0,0,388
180.0,0,412
181.0,0,412
182.0,0,412
183.0,0,412
184.0,0,412
185.0,0,436
186.0,0,436
187.0,0,436
188.0,0,436
189.0,0,436
190.0,0,462
191.0,0,462
192.0,0,462
193.0,0,462
194.0,0,462
195.0,0,507
196.0,0,507
197.0,0,507
198.0,0,507
199.0,0,507
200.0,0,533
201.0,0,533
202.0,0,533
203.0,0,533
204.0,0,533
205.0,0,561
206.0,0,561
207.0,0,561
208.0,0,561
209.0,0,561
210.0,0,589
211.0,0,589
212.0,0,589
213.0,0,589
214.0,0,589
215.0,0,615
216.0,0,615
217.0,0,615
218.0,0,615
219.0,0,615
220.0,0,647
221.0,0,647
222.0,0,647
223.0,0,647
224.0,0,647
225.0,0,676
226.0,0,676
227.0,0,676
228.0,0,676
229.0,0,676
230.0,0,703
231.0,0,703
232.0,0,703
233.0,0,703
234.0,0,703
235.0,0,734
236.0,0,734
237.0,0,734
238.0,0,734
239.0,0,734
240.0,0,761
241.0,0,761
242.0,0,761
243.0,0,761
244.0,0,761
245.0,0,786
246.0,0,786
247.0,0,786
248.0,0,786
249.0,0,786
250.0,0,786
251.0,0,786
252.0,0,786
253.0,0,786
254.0,0,786
255.0,0,786
256.0,0,786
257.0,0,786
258.0,0,786
259.0,0,786
260.0,0,786
261.0,0,786
262.0,0,786
263.0,0,786
264.0,0,786
265.0,0,808
266.0,0,808
267.0,0,808
268.0,0,808
269.0,0,808
270.0,0,833
271.0,0,833
272.0,0,833
273.0,0,833
274.0,0,833
275.0,0,878
276.0,0,878
277.0,0,878
278.0,0,878
279.0,0,878
280.0,0,923
281.0,0,923
282.0,0,923
283.0,0,923
284.0,0,923
285.0,0,966
286.0,0,966
287.0,0,966
288.0,0,966
289.0,0,966
290.0,0,995
291.0,0,995
292.0,0,995
293.0,0,995
294.0,0,995
295.0,0,1023
296.0,0,1023
297.0,0,1023
298.0,0,1023
299.0,0,1023
300.0,0,1053
301.0,0,1053
302.0,0,1053
303.0,0,1053
304.0,0,1053
305.0,0,1080
306.0,0,1080
307.0,0,1080
308.0,0,1080
309.0,0,1080
310.0,0,1105
311.0,0,1105
312.0,0,1105
313.0,0,1105
314.0,0,1105
315.0,0,1128
316.0,0,1128
317.0,0,1128
318.0,0,1128
319.0,0,1128
320.0,0,1150
321.0,0,1150
322.0,0,1150
323.0,0,1150
324.0,0,1150
325.0,0,1172
326.0,0,1172
327.0,0,1172
328.0,0,1172
329.0,0,1172
330.0,0,1172
331.0,0,1172
332.0,0,1172
333.0,0,1172
334.0,0,1172
335.0,0,1172
336.0,0,1172
337.0,0,1172
338.0,0,1172
339.0,0,1172
340.0,0,1172
341.0,0,1172
342.0,0,1172
343.0,0,1172
344.0,0,1172
345.0,0,1172
346.0,0,1172
347.0,0,1172
348.0,0,1172
349.0,0,1172
350.0,0,1172
351.0,0,1172
352.0,0,1172
353.0,0,1172
354.0,0,1172
355.0,0,1172
356.0,0,1172
357.0,0,1172
358.0,0,1172
359.0,0,1172
360.0,0,1172
361.0,0,1172
362.0,0,1172
363.0,0,1172
364.0,0,1172
365.0,0,1172
