time,edge_pct,fog_pct,cloud_pct
115.0,51.8,0.0,48.2
116.0,50.9,0.0,49.1
117.0,50.9,0.0,49.1
118.0,50.0,0.0,50.0
119.0,50.0,0.0,50.0
120.0,50.0,0.0,50.0
121.0,49.1,0.0,50.9
122.0,49.1,0.0,50.9
123.0,50.0,0.0,50.0
124.0,50.0,0.0,50.0
125.0,50.9,0.0,49.1
126.0,51.9,0.0,48.1
127.0,52.7,0.0,47.3
128.0,51.9,0.0,48.1
129.0,51.9,0.0,48.1
130.0,50.9,0.0,49.1
131.0,50.0,0.0,50.0
132.0,50.0,0.0,50.0
133.0,50.0,0.0,50.0
134.0,49.0,0.0,51.0
135.0,49.0,0.0,51.0
136.0,48.9,0.0,51.1
137.0,48.9,0.0,51.1
138.0,46.7,0.0,53.3
139.0,47.7,0.0,52.3
140.0,47.7,0.0,52.3
141.0,48.8,0.0,51.2
142.0,48.8,0.0,51.2
143.0,48.8,0.0,51.2
144.0,48.8,0.0,51.2
145.0,49.0,0.0,51.0
146.0,49.0,0.0,51.0
147.0,50.0,0.0,50.0
148.0,50.0,0.0,50.0
149.0,51.0,0.0,49.0
150.0,50.0,0.0,50.0
151.0,48.9,0.0,51.1
152.0,48.9,0.0,51.1
153.0,48.9,0.0,51.1
154.0,47.8,0.0,52.2
155.0,47.8,0.0,52.2
156.0,47.8,0.0,52.2
157.0,47.8,0.0,52.2
158.0,47.8,0.0,52.2
159.0,47.7,0.0,52.3
160.0,48.9,0.0,51.1
161.0,48.9,0.0,51.1
162.0,48.9,0.0,51.1
163.0,47.9,0.0,52.1
164.0,47.8,0.0,52.2
165.0,47.8,0.0,52.2
166.0,46.8,0.0,53.2
167.0,47.8,0.0,52.2
168.0,48.9,0.0,51.1
169.0,46.7,0.0,53.3
170.0,48.9,0.0,51.1
171.0,48.9,0.0,51.1
172.0,48.9,0.0,51.1
173.0,48.9,0.0,51.1
174.0,48.9,0.0,51.1
175.0,48.9,0.0,51.1
176.0,48.9,0.0,51.1
177.0,49.0,0.0,51.0
178.0,49.0,0.0,51.0
179.0,49.0,0.0,51.0
180.0,49.0,0.0,51.0
181.0,49.0,0.0,51.0
182.0,49.0,0.0,51.0
183.0,49.0,0.0,51.0
184.0,49.0,0.0,51.0
185.0,49.0,0.0,51.0
186.0,49.0,0.0,51.0
187.0,49.1,0.0,50.9
188.0,49.1,0.0,50.9
189.0,49.1,0.0,50.9
190.0,49.1,0.0,50.9
